cuisine_type,American,Chinese,French,Indian,Italian,Japanese,Korean,Mediterranean,Mexican,MiddleEastern,Southern,Spanish,Thai,Vietnamese,order_id,restaurant_name,day_of_the_week,weekend,cost_of_the_order,food_preparation_time,delivery_time,rating,rating_ge_5,rating_le_3
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476933,Shake Shack,Weekend,1,32.98,22,21,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478202,Burger Joint,Weekend,1,21.88,26,24,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478428,The Smile,Weekday,0,12.18,29,27,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477398,Five Guys Burgers and Fries,Weekday,0,6.4,23,32,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478434,J. G. Melon,Weekend,1,19.45,24,15,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477953,The Meatball Shop,Weekend,1,19.35,31,25,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477105,The Smile,Weekday,0,9.17,26,28,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477975,Shake Shack,Weekend,1,9.75,33,25,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477601,Cafeteria,Weekday,0,6.69,21,32,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477650,Shake Shack,Weekend,1,15.57,32,17,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477790,Shake Shack,Weekday,0,4.75,35,28,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478069,Lucky's Famous Burgers,Weekday,0,12.13,21,30,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477162,Blue Ribbon Fried Chicken,Weekend,1,15.72,25,19,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478442,Five Guys Burgers and Fries,Weekend,1,29.73,21,25,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478157,Shake Shack,Weekday,0,8.05,25,27,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476883,Westville Hudson,Weekend,1,16.01,20,18,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478197,Shake Shack,Weekend,1,12.08,28,23,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477493,Shake Shack,Weekend,1,15.96,30,21,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478127,Blue Ribbon Fried Chicken,Weekend,1,20.18,22,20,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478378,Shake Shack,Weekend,1,8.88,27,23,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477768,Shake Shack,Weekday,0,9.6,35,28,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477175,Blue Ribbon Fried Chicken,Weekend,1,14.6,27,27,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477150,Five Guys Burgers and Fries,Weekend,1,12.23,22,22,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477707,Blue Ribbon Fried Chicken,Weekend,1,25.27,29,28,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478125,Shake Shack,Weekday,0,16.15,20,26,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477247,Blue Ribbon Fried Chicken,Weekend,1,14.02,20,28,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478279,Waverly Diner,Weekend,1,19.4,25,23,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477732,Shake Shack,Weekend,1,24.25,20,29,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477346,Shake Shack,Weekday,0,5.53,28,26,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478216,Shake Shack,Weekend,1,6.07,28,19,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478258,Shake Shack,Weekend,1,16.98,23,23,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478246,Delicatessen,Weekend,1,32.98,34,16,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476879,Blue Ribbon Fried Chicken,Weekend,1,8.39,26,17,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477111,P.J. Clarke's,Weekend,1,31.33,26,19,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478304,'wichcraft,Weekday,0,8.1,28,28,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476935,Blue Ribbon Fried Chicken,Weekend,1,11.69,21,24,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478359,Blue Ribbon Brooklyn,Weekday,0,24.2,22,32,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477818,Shake Shack,Weekend,1,22.36,27,27,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477475,Blue Ribbon Fried Chicken,Weekend,1,32.93,24,23,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476899,Shake Shack,Weekend,1,29.05,33,16,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476651,Shake Shack,Weekend,1,8,27,23,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477103,Five Guys Burgers and Fries,Weekend,1,19.45,22,23,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477101,The Meatball Shop,Weekend,1,14.55,21,30,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478089,Shake Shack,Weekday,0,15.28,30,29,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478030,Bareburger,Weekend,1,13.77,33,29,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477330,DuMont Burger,Weekend,1,24.25,28,20,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477588,5 Napkin Burger,Weekend,1,29.05,26,21,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476564,Five Guys Burgers and Fries,Weekend,1,24.3,30,20,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477546,Shake Shack,Weekday,0,14.07,24,28,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477320,Blue Ribbon Fried Chicken,Weekend,1,14.84,21,25,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477084,Shake Shack,Weekday,0,6.69,26,32,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477752,Shake Shack,Weekday,0,16.25,30,24,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477750,Shake Shack,Weekend,1,16.49,32,22,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477735,Blue Ribbon Fried Chicken,Weekend,1,29.05,29,20,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477654,Blue Ribbon Fried Chicken,Weekend,1,12.13,25,29,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477562,The Odeon,Weekend,1,6.69,30,20,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476654,The Odeon,Weekday,0,12.9,31,28,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478186,Shake Shack,Weekend,1,20.52,31,15,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477507,Shake Shack,Weekend,1,19.4,33,27,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477362,Shake Shack,Weekday,0,12.23,31,24,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478340,Shake Shack,Weekend,1,10.38,24,29,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477087,Shake Shack,Weekend,1,12.66,25,15,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476770,Blue Ribbon Fried Chicken,Weekday,0,7.86,22,33,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476923,J. G. Melon,Weekday,0,19.4,35,26,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476630,Five Leaves,Weekend,1,9.17,34,23,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478347,Blue Ribbon Fried Chicken,Weekend,1,15.71,27,25,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477767,Sarabeth's East,Weekend,1,17.03,26,30,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478297,Bareburger,Weekend,1,24.2,27,24,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477000,Blue Ribbon Fried Chicken,Weekend,1,29.59,23,25,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477996,Shake Shack,Weekend,1,8.1,26,27,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478183,Shake Shack,Weekday,0,5.72,31,24,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477457,Shake Shack,Weekday,0,15.18,30,33,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477004,Five Guys Burgers and Fries,Weekend,1,33.03,29,15,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477820,Schnipper's Quality Kitchen,Weekend,1,25.22,33,18,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477835,Blue Ribbon Fried Chicken,Weekday,0,15.33,24,29,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478417,Blue Ribbon Fried Chicken,Weekend,1,9.02,31,15,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478124,S'MAC,Weekday,0,16.11,25,24,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477965,Shake Shack,Weekday,0,19.45,24,29,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476921,Blue Ribbon Fried Chicken,Weekday,0,12.18,29,27,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476732,Blue Ribbon Fried Chicken,Weekend,1,33.03,34,24,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477952,Shake Shack,Weekend,1,13.1,30,29,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478032,Dirty Bird to Go,Weekend,1,19.4,25,19,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476689,Shake Shack,Weekday,0,24.2,29,29,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478397,Blue Ribbon Fried Chicken,Weekend,1,24.3,22,15,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477653,Shake Shack,Weekend,1,12.13,26,26,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476667,P.J. Clarke's,Weekend,1,6.11,27,25,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478168,Blue Ribbon Fried Chicken,Weekend,1,19.4,33,21,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477466,Shake Shack,Weekend,1,13.97,35,27,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478041,67 Burger,Weekday,0,29.05,20,28,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477577,Shake Shack,Weekend,1,14.02,26,21,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478175,Sarabeth's,Weekend,1,29.3,23,17,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478296,Five Guys Burgers and Fries,Weekend,1,24.2,21,24,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476644,Shake Shack,Weekend,1,16.93,35,28,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478287,Shake Shack,Weekday,0,29.1,21,30,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477301,Blue Ribbon Fried Chicken,Weekend,1,12.18,22,29,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478277,The Meatball Shop,Weekend,1,14.5,34,25,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478075,The Meatball Shop,Weekend,1,29.25,21,19,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476975,Blue Ribbon Fried Chicken,Weekend,1,12.23,21,26,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477389,Lucky's Famous Burgers,Weekend,1,16.2,32,27,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478311,Blue Ribbon Fried Chicken,Weekend,1,21.29,28,29,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476655,Blue Ribbon Fried Chicken,Weekend,1,29.15,31,17,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476798,Burger Joint,Weekend,1,14.16,28,28,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477736,Westville Hudson,Weekend,1,32.93,30,20,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477723,Shake Shack,Weekend,1,12.18,23,28,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477265,The Smile,Weekday,0,19.4,26,27,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476608,Burger Joint,Weekend,1,7.81,33,24,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477983,Five Guys Burgers and Fries,Weekday,0,14.12,23,32,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476900,Sarabeth's,Weekday,0,32.93,33,33,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477863,Shake Shack,Weekday,0,8.2,33,26,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477414,Shake Shack,Weekend,1,16.2,33,25,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477334,Blue Ribbon Fried Chicken,Weekend,1,29.2,25,15,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477163,Shake Shack,Weekend,1,15.76,32,24,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478249,Dirty Bird to Go,Weekday,0,11.59,25,24,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477551,Blue Ribbon Fried Chicken,Weekend,1,29.44,33,27,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476946,Burger Joint,Weekday,0,9.02,24,29,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478067,Shake Shack,Weekday,0,12.13,22,27,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477869,Shake Shack,Weekend,1,15.76,34,27,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476599,Bubby's ,Weekend,1,22.75,32,16,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477204,Shake Shack,Weekday,0,15.57,34,25,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476571,Melt Shop,Weekend,1,29.15,26,17,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476697,The Meatball Shop,Weekend,1,32.93,35,16,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476547,Bareburger,Weekend,1,6.84,22,24,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478080,Five Guys Burgers and Fries,Weekend,1,25.27,27,29,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477624,Shake Shack,Weekday,0,19.45,28,24,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476966,Blue Ribbon Fried Chicken,Weekend,1,24.3,23,17,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477871,Shake Shack,Weekend,1,21.39,33,22,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477680,P.J. Clarke's,Weekday,0,15.62,27,32,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477350,Blue Ribbon Fried Chicken,Weekday,0,8.93,34,30,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478028,Shake Shack,Weekend,1,24.25,31,28,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478324,Blue Ribbon Fried Chicken,Weekend,1,29.1,21,22,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477263,Shake Shack,Weekday,0,12.23,35,25,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478149,Shake Shack,Weekend,1,25.22,27,25,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477621,Sarabeth's East,Weekend,1,13.78,34,24,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477057,Blue Ribbon Brooklyn,Weekend,1,22.85,23,19,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477429,Five Guys Burgers and Fries,Weekend,1,9.27,23,25,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477898,J. G. Melon,Weekday,0,10.43,35,29,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476974,Shake Shack,Weekend,1,12.13,32,15,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476930,DuMont Burger,Weekend,1,29.05,22,30,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478011,Melt Shop,Weekend,1,16.98,30,19,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477055,Bareburger,Weekend,1,14.12,26,19,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476908,Five Guys Burgers and Fries,Weekend,1,22.75,30,20,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476951,Waverly Diner,Weekday,0,16.3,28,25,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476965,Delicatessen,Weekend,1,24.2,21,19,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477437,Shake Shack,Weekend,1,31.43,31,24,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477926,P.J. Clarke's,Weekend,1,12.18,22,28,3,0,1
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477797,Shake Shack,Weekend,1,16.06,30,17,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476583,Bareburger,Weekend,1,17.03,35,21,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1478194,Shake Shack,Weekend,1,15.52,22,17,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477550,Shake Shack,Weekday,0,29.05,27,29,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477434,Shake Shack,Weekend,1,29.15,20,21,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476882,Shake Shack,Weekend,1,15.76,24,22,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477390,Five Guys Burgers and Fries,Weekend,1,16.05,29,18,4,0,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1477423,J. G. Melon,Weekend,1,14.6,32,24,5,1,0
American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1476559,Bareburger,Weekday,0,15.57,24,28,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477418,Vanessa's Dumplings,Weekend,1,14.02,22,24,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477243,Prosperity Dumpling,Weekend,1,14.02,20,30,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476948,Vanessa's Dumpling House,Weekend,1,9.65,20,22,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478376,RedFarm Broadway,Weekend,1,9.65,30,20,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477096,Xi'an Famous Foods,Weekday,0,14.12,24,31,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477407,RedFarm Hudson,Weekend,1,12.61,31,22,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476813,Han Dynasty,Weekend,1,7.71,22,18,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477668,Han Dynasty,Weekend,1,22.31,29,15,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477973,RedFarm Hudson,Weekday,0,9.12,29,26,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477838,Han Dynasty,Weekend,1,12.08,22,23,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477889,RedFarm Hudson,Weekday,0,12.23,25,33,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477978,Joe's Shanghai _Àü£¾÷´,Weekend,1,15.81,20,26,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478153,Xi'an Famous Foods,Weekend,1,6.02,33,24,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476987,RedFarm Hudson,Weekend,1,15.96,21,18,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478271,RedFarm Hudson,Weekend,1,14.12,21,24,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476706,Hunan Manor,Weekday,0,5.72,31,26,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476588,RedFarm Hudson,Weekend,1,9.51,29,26,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477329,RedFarm Broadway,Weekday,0,12.9,29,29,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477202,Joe's Shanghai _Àü£¾÷´,Weekend,1,16.1,31,22,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478403,RedFarm Broadway,Weekend,1,32.98,25,15,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478370,Grand Sichuan International,Weekday,0,25.27,35,30,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477606,RedFarm Broadway,Weekday,0,9.27,32,29,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477391,RedFarm Hudson,Weekend,1,16.49,34,20,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478435,RedFarm Hudson,Weekday,0,20.32,30,29,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477976,RedFarm Broadway,Weekend,1,16.1,21,27,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477604,RedFarm Hudson,Weekend,1,12.56,20,22,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477382,Han Dynasty,Weekend,1,6.84,22,22,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478416,RedFarm Broadway,Weekend,1,9.07,35,17,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477581,Han Dynasty,Weekend,1,13.34,34,27,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477280,RedFarm Broadway,Weekend,1,14.07,34,17,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476690,Vanessa's Dumplings,Weekend,1,24.2,20,18,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477267,RedFarm Broadway,Weekend,1,24.25,22,15,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476646,Hot Kitchen,Weekend,1,13,32,25,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476622,Philippe Chow,Weekday,0,24.2,28,30,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476784,Han Dynasty,Weekend,1,24.2,23,15,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476890,Han Dynasty,Weekday,0,12.18,33,29,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477138,RedFarm Hudson,Weekend,1,14.12,25,24,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477696,RedFarm Broadway,Weekday,0,24.3,24,31,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476602,RedFarm Hudson,Weekend,1,13.92,28,24,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477028,RedFarm Broadway,Weekend,1,14.55,28,20,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478211,RedFarm Hudson,Weekend,1,33.03,26,22,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477499,Xi'an Famous Foods,Weekend,1,14.12,32,19,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476672,Han Dynasty,Weekend,1,8.54,31,15,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476841,RedFarm Broadway,Weekend,1,12.46,24,20,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478339,Vanessa's Dumpling House,Weekend,1,18.43,34,28,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476913,Grand Sichuan International,Weekday,0,7.66,33,31,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477462,Han Dynasty,Weekend,1,12.08,27,29,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478190,RedFarm Broadway,Weekday,0,8.68,33,30,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476876,RedFarm Broadway,Weekend,1,5.48,27,18,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1476615,RedFarm Hudson,Weekday,0,29.44,29,32,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478312,Han Dynasty,Weekend,1,13.78,27,20,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477501,RedFarm Hudson,Weekend,1,12.18,34,24,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1478179,Han Dynasty,Weekend,1,12.23,33,27,3,0,1
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477533,Xi'an Famous Foods,Weekend,1,8.54,29,30,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477332,RedFarm Hudson,Weekend,1,24.2,27,19,5,1,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477795,RedFarm Broadway,Weekday,0,15.96,35,33,4,0,0
Chinese,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1477572,Vanessa's Dumpling House,Weekend,1,15.52,20,23,5,1,0
